CPU Name,CPU Mark
ARM Apple M5 10 Core,27990
ARM Apple M5 8 Core,21992
ARM ARMv7 rev 0 (v7l) 4 Core 0 MHz,335
ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,776
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,913
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984
ARM ARMv7 rev 3 (v7l) 4 Core 2116 MHz,1115
ARM ARMv7 rev 4 (v7l) 2 Core 960 MHz,119
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,398
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399
ARM ARMv7 rev 5 (v7l) 2 Core 0 MHz,113
ARM ARMv7 rev 5 (v7l) 4 Core 1200 MHz,325
ARM ARMv8 6 Core 0 MHz,4262
ARM ARMv8 8 Core 2500 MHz,4102
ARM ARMv8 rev 1 (v8l) 4 Core 1510 MHz,1042
ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz,1473
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,2553
ARM ARMv8 rev 1 (v8l) 6 Core 1971 MHz,2510
ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,2776
ARM Avalanche-M2 4 Core 2424 MHz,8012
ARM CIX P1 CD8180 7 Core 2500 MHz,5505
ARM Cortex-A15 4 Core 1400 MHz,1185
ARM Cortex-A15 4 Core 1500 MHz,1304
ARM Cortex-A15 4 Core 2000 MHz,923
ARM Cortex-A15 8 Core 1400 MHz,1160
ARM Cortex-A17 3 Core 0 MHz,503
ARM Cortex-A17 4 Core 1800 MHz,781
ARM Cortex-A35 4 Core 0 MHz,413
ARM Cortex-A35 4 Core 1200 MHz,329
ARM Cortex-A35 4 Core 1296 MHz,323
ARM Cortex-A35 4 Core 2004 MHz,546
ARM Cortex-A53 1 Core 0 MHz,65
ARM Cortex-A53 2 Core 0 MHz,139
ARM Cortex-A53 4 Core 0 MHz,345
ARM Cortex-A53 4 Core 1000 MHz,215
ARM Cortex-A53 4 Core 1008 MHz,313
ARM Cortex-A53 4 Core 1152 MHz,338
ARM Cortex-A53 4 Core 1199 MHz,408
ARM Cortex-A53 4 Core 1200 MHz,277
ARM Cortex-A53 4 Core 1296 MHz,416
ARM Cortex-A53 4 Core 1300 MHz,438
ARM Cortex-A53 4 Core 1333 MHz,207
ARM Cortex-A53 4 Core 1368 MHz,385
ARM Cortex-A53 4 Core 1392 MHz,417
ARM Cortex-A53 4 Core 1400 MHz,271
ARM Cortex-A53 4 Core 1416 MHz,467
ARM Cortex-A53 4 Core 1500 MHz,363
ARM Cortex-A53 4 Core 1512 MHz,470
ARM Cortex-A53 4 Core 1536 MHz,222
ARM Cortex-A53 4 Core 1600 MHz,479
ARM Cortex-A53 4 Core 1608 MHz,462
ARM Cortex-A53 4 Core 1704 MHz,556
ARM Cortex-A53 4 Core 1800 MHz,510
ARM Cortex-A53 4 Core 1908 MHz,638
ARM Cortex-A53 4 Core 1968 MHz,571
ARM Cortex-A53 4 Core 2016 MHz,449
ARM Cortex-A53 4 Core 2040 MHz,593
ARM Cortex-A53 4 Core 600 MHz,220
ARM Cortex-A53 6 Core 1896 MHz,1851
ARM Cortex-A53 8 Core 1512 MHz,739
ARM Cortex-A55 4 Core 0 MHz,415
ARM Cortex-A55 4 Core 1416 MHz,505
ARM Cortex-A55 4 Core 1800 MHz,630
ARM Cortex-A55 4 Core 1908 MHz,707
ARM Cortex-A55 4 Core 1992 MHz,680
ARM Cortex-A55 4 Core 2000 MHz,711
ARM Cortex-A55 4 Core 2016 MHz,755
ARM Cortex-A55 4 Core 2100 MHz,695
ARM Cortex-A55 4 Core 2124 MHz,742
ARM Cortex-A55 4 Core 2208 MHz,798
ARM Cortex-A55 4 Core 2508 MHz,957
ARM Cortex-A55 6 Core 1800 MHz,988
ARM Cortex-A55 8 Core 1416 MHz,1122
ARM Cortex-A55 8 Core 1500 MHz,536
ARM Cortex-A55 8 Core 1800 MHz,3163
ARM Cortex-A57 2 Core 1479 MHz,318
ARM Cortex-A57 4 Core 0 MHz,888
ARM Cortex-A57 4 Core 1479 MHz,956
ARM Cortex-A57 4 Core 1734 MHz,1170
ARM Cortex-A57 4 Core 1912 MHz,990
ARM Cortex-A57 4 Core 2014 MHz,1229
ARM Cortex-A57 4 Core 2091 MHz,1148
ARM Cortex-A57 4 Core 2295 MHz,1080
ARM Cortex-A57 8 Core 1500 MHz,1022
ARM Cortex-A57 8 Core 1766 MHz,3766
ARM Cortex-A7 2 Core 1080 MHz,142
ARM Cortex-A7 2 Core 960 MHz,111
ARM Cortex-A7 2 Core 996 MHz,138
ARM Cortex-A7 4 Core 1000 MHz,278
ARM Cortex-A7 4 Core 1008 MHz,269
ARM Cortex-A7 4 Core 1200 MHz,229
ARM Cortex-A7 4 Core 1296 MHz,253
ARM Cortex-A7 4 Core 1300 MHz,343
ARM Cortex-A7 4 Core 1368 MHz,354
ARM Cortex-A7 4 Core 1392 MHz,318
ARM Cortex-A7 4 Core 900 MHz,232
ARM Cortex-A715 4 Core 2200 MHz,3432
ARM Cortex-A72 1 Core 0 MHz,400
ARM Cortex-A72 16 Core 0 MHz,5192
ARM Cortex-A72 16 Core 2000 MHz,5110
ARM Cortex-A72 16 Core 2200 MHz,5470
ARM Cortex-A72 2 Core 0 MHz,693
ARM Cortex-A72 2 Core 1199 MHz,509
ARM Cortex-A72 2 Core 1703 MHz,842
ARM Cortex-A72 4 Core 0 MHz,2088
ARM Cortex-A72 4 Core 1000 MHz,608
ARM Cortex-A72 4 Core 1200 MHz,174
ARM Cortex-A72 4 Core 1416 MHz,927
ARM Cortex-A72 4 Core 1500 MHz,618
ARM Cortex-A72 4 Core 1600 MHz,667
ARM Cortex-A72 4 Core 1700 MHz,541
ARM Cortex-A72 4 Core 1750 MHz,335
ARM Cortex-A72 4 Core 1800 MHz,675
ARM Cortex-A72 4 Core 1850 MHz,199
ARM Cortex-A72 4 Core 1900 MHz,742
ARM Cortex-A72 4 Core 2000 MHz,762
ARM Cortex-A72 4 Core 2016 MHz,2201
ARM Cortex-A72 4 Core 2100 MHz,674
ARM Cortex-A72 4 Core 2200 MHz,793
ARM Cortex-A72 4 Core 2208 MHz,2290
ARM Cortex-A72 4 Core 2300 MHz,873
ARM Cortex-A72 4 Core 2394 MHz,1254
ARM Cortex-A72 4 Core 2400 MHz,1158
ARM Cortex-A72 4 Core 2800 MHz,314
ARM Cortex-A72 4 Core 800 MHz,279
ARM Cortex-A72 6 Core 1008 MHz,734
ARM Cortex-A72 6 Core 1416 MHz,1071
ARM Cortex-A72 6 Core 1512 MHz,1183
ARM Cortex-A72 8 Core 0 MHz,3254
ARM Cortex-A72 8 Core 2016 MHz,2208
ARM Cortex-A720 12 Core 2600 MHz,6920
ARM Cortex-A720 8 Core 2600 MHz,6141
ARM Cortex-A725 10 Core 2808 MHz,25124
ARM Cortex-A73 4 Core 0 MHz,908
ARM Cortex-A73 4 Core 1800 MHz,891
ARM Cortex-A73 4 Core 1844 MHz,1368
ARM Cortex-A73 4 Core 1900 MHz,1547
ARM Cortex-A73 4 Core 1989 MHz,1780
ARM Cortex-A73 4 Core 2100 MHz,1185
ARM Cortex-A73 4 Core 2208 MHz,1211
ARM Cortex-A73 6 Core 1896 MHz,1242
ARM Cortex-A73 6 Core 1992 MHz,1311
ARM Cortex-A73 6 Core 2016 MHz,1445
ARM Cortex-A73 8 Core 1989 MHz,1803
ARM Cortex-A76 2 Core 0 MHz,1949
ARM Cortex-A76 4 Core 1500 MHz,1488
ARM Cortex-A76 4 Core 1608 MHz,2698
ARM Cortex-A76 4 Core 1800 MHz,3116
ARM Cortex-A76 4 Core 2000 MHz,1513
ARM Cortex-A76 4 Core 2400 MHz,2174
ARM Cortex-A76 4 Core 2500 MHz,2342
ARM Cortex-A76 4 Core 2600 MHz,2327
ARM Cortex-A76 4 Core 2700 MHz,2383
ARM Cortex-A76 4 Core 2800 MHz,2477
ARM Cortex-A76 4 Core 2900 MHz,2624
ARM Cortex-A76 4 Core 3000 MHz,2615
ARM Cortex-A76 4 Core 3100 MHz,2734
ARM Cortex-A76 4 Core 3200 MHz,2579
ARM Cortex-A76 4 Core 3300 MHz,2493
ARM Cortex-A76 4 Core 3400 MHz,2580
ARM Cortex-A76 8 Core 0 MHz,1917
ARM Cortex-A76 8 Core 1800 MHz,3064
ARM Cortex-A78 4 Core 1958 MHz,3378
ARM Cortex-A78 4 Core 2000 MHz,3016
ARM Cortex-A78 8 Core,2845
ARM Cortex-A78AE 10 Core 2112 MHz,5520
ARM Cortex-A78AE 12 Core 2201 MHz,6895
ARM Cortex-A78AE 16 Core 0 MHz,9072
ARM Cortex-A78AE 6 Core 1510 MHz,2418
ARM Cortex-A78AE 6 Core 1728 MHz,2778
ARM Cortex-A78AE 8 Core 1984 MHz,3764
ARM Cortex-A78AE 8 Core 2201 MHz,3788
ARM Cortex-X1 4 Core 0 MHz,2326
ARM Cortex-X1 4 Core 1803 MHz,2348
ARM Cortex-X1C 4 Core 2438 MHz,6007
ARM D2000/8 8 Core 2300 MHz,2674
ARM Falkor V1/Kryo 4 Core 1612 MHz,1453
ARM Falkor V1/Kryo 8 Core 1900 MHz,1652
ARM Falkor-V1/Kryo 4 Core 1900 MHz,1656
ARM Firestorm 4 Core 2064 MHz,7804
ARM Firestorm 8 Core 2064 MHz,6775
ARM Firestorm-M1 4 Core 2064 MHz,7752
ARM Firestorm-M1-Pro 8 Core 2064 MHz,9872
ARM FT-2000+/64 64 Core 0 MHz,9605
ARM FT-2000/4 4 Core 2200 MHz,881
ARM FTC662 64 Core 0 MHz,8008
ARM FTC663 8 Core 0 MHz,2408
"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",9496
ARM Krait 4 Core 0 MHz,393
ARM Kryo-3XX-Gold 4 Core 1766 MHz,2222
ARM Kryo-3XX-Gold 8 Core 1766 MHz,2372
ARM Kryo-4XX-Gold 1 Core 0 MHz,769
ARM Kryo-4XX-Gold 8 Core 0 MHz,3864
ARM Kryo-4XX-Gold 8 Core 1804 MHz,2531
ARM Kryo-4XX-Silver 4 Core 1766 MHz,3696
ARM Kryo-4XX-Silver 4 Core 1804 MHz,3172
ARM Kunpeng-920 16 Core 0 MHz,7202
ARM Kunpeng-920 24 Core 0 MHz,8870
ARM Kunpeng-920 24 Core 2600 MHz,9841
ARM Kunpeng-920 8 Core 0 MHz,3989
ARM Kunpeng-920 8 Core 2600 MHz,3910
ARM Neoverse-N1 1 Core 0 MHz,724
ARM Neoverse-N1 10 Core 0 MHz,7390
ARM Neoverse-N1 12 Core 0 MHz,8994
ARM Neoverse-N1 128 Core 2600 MHz,35265
ARM Neoverse-N1 128 Core 2800 MHz,43111
ARM Neoverse-N1 128 Core 3000 MHz,39780
ARM Neoverse-N1 16 Core 0 MHz,11451
ARM Neoverse-N1 2 Core 0 MHz,1515
ARM Neoverse-N1 3 Core 0 MHz,2385
ARM Neoverse-N1 32 Core 0 MHz,17384
ARM Neoverse-N1 32 Core 1700 MHz,11841
ARM Neoverse-N1 4 Core 0 MHz,3117
ARM Neoverse-N1 48 Core 0 MHz,27266
ARM Neoverse-N1 5 Core 0 MHz,3981
ARM Neoverse-N1 6 Core 0 MHz,4575
ARM Neoverse-N1 60 Core 0 MHz,30828
ARM Neoverse-N1 64 Core 0 MHz,28040
ARM Neoverse-N1 64 Core 2200 MHz,20250
ARM Neoverse-N1 64 Core 3000 MHz,17515
ARM Neoverse-N1 8 Core 0 MHz,5976
ARM Neoverse-N1 80 Core 0 MHz,34878
ARM Neoverse-N1 80 Core 2600 MHz,18823
ARM Neoverse-N1 80 Core 2800 MHz,11755
ARM Neoverse-N1 80 Core 3000 MHz,34788
ARM Neoverse-N1 96 Core 2800 MHz,29890
ARM Neoverse-N2 16 Core 0 MHz,14636
ARM Neoverse-N2 2 Core 0 MHz,1987
ARM Neoverse-N2 8 Core 2500 MHz,5544
ARM Neoverse-V1 1 Core 0 MHz,785
ARM Neoverse-V1 16 Core 0 MHz,11519
ARM Neoverse-V1 2 Core 0 MHz,1567
ARM Neoverse-V1 4 Core 0 MHz,3084
ARM Neoverse-V2 1 Core 0 MHz,944
ARM Neoverse-V2 2 Core 0 MHz,1995
ARM Neoverse-V2 4 Core 0 MHz,3940
ARM Neoverse-V2 72 Core 3411 MHz,56432
ARM Neoverse-V2 72 Core 3447 MHz,57299
ARM Neoverse-V2 72 Core 3465 MHz,57369
ARM Neoverse-V2 72 Core 3519 MHz,57240
ARM Neoverse-V2 96 Core 0 MHz,56557
ARM Oryon 12 Core 3417 MHz,14036
ARM Oryon 8 Core 0 MHz,4955
ARM Phytium D3000 8 Core 2500 MHz,5528
ARM phytium FT1500a 4 Core 2000 MHz,1579
ARM Phytium FTC303 2 Core 1800 MHz,786
"ARM Phytium,D2000/8 8 Core 2000 MHz",2409
"ARM Phytium,D2000/8 8 Core 2300 MHz",2690
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2522
"ARM Phytium,FT-2000/4 4 Core 0 MHz",1658
"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2720
"ARM Phytium,FT-D3000 8 Core 2500 MHz",5601
ARM Phytium-D3000M 8-C 8 Core 1800 MHz,4541
ARM X-Gene 32 Core 3000 MHz,8202
ARM X-Gene 32 Core 3300 MHz,8684
ARM X-Gene 8 Core 0 MHz,1091
ASUS Tinker Board 2/2S,1771
Athlon 64 Dual Core 3800+,736
Athlon 64 Dual Core 5000+,850
Athlon 64 Dual Core 5600+,875
Athlon Dual Core 4050e,670
Athlon Dual Core 4450e,681
Athlon Dual Core 4850e,769
BCM2711,852
BCM2712,3284
BCM2835,1239
Broadcom BCM2712,4376
Broadcom STB (Flattened Device Tree),659
C-QuadCore C4600@2.0GHz,1412
Celeron Dual-Core T3000 @ 1.80GHz,643
Celeron Dual-Core T3100 @ 1.90GHz,625
Celeron Dual-Core T3300 @ 2.00GHz,633
Celeron Dual-Core T3500 @ 2.10GHz,764
CentaurHauls @2000MHz,6549
CentaurHauls @2400MHz,7784
CentaurHauls @2500MHz,8014
CIX P1 CD8180,9277
CIX P1 CP8180,9892
Common KVM v2,2127
Cortex-A76,51
DG1201SLF87HW,2369
DG1301SML87HY,3624
DG1401SNF87ID,3645
DG1701SNF87IG,2981
DO-Regular,1077
Dragonwing QCS5430,4650
Dragonwing QCS6490,6123
Dual-Core AMD Opteron 1220 SE,748
Embedded Ryzen V4728X,24000
Essgoo,497
Fabrikams XY9 @ 3.15 GHz,6715
Firestorm-M1,4295
General Purpose,3396
Generic DT based system,639
Giada JHS558 (Android),2022
Google GS201,7208
Google R11 BtWifi Evt1.1,187
Google Tensor,6700
Google Tensor G3,8051
Google Tensor G4,8255
Google Tensor G5,12175
Grandstream GXV3480 Video Phone,1078
Hardkernel ODROID-N2Plus,2115
"Haydn based on Qualcomm Technologies, Inc SM8350",5392
hi6210sft,796
hi6250,2200
hi6620oem,396
High Performance Datacenter v,1610
HiSilicon Kirin,6441
HiSilicon Kirin 20,5949
HiSilicon Kirin 659,1893
HiSilicon Kirin 710,3016
Hisilicon Kirin 925,1053
Hisilicon Kirin 930,1415
Hisilicon Kirin 935,1599
HiSilicon Kirin 950,2660
Hisilicon Kirin 955,2936
HiSilicon Kirin 960,2897
HiSilicon Kirin 970,2908
Hisilicon Kirin 990,4021
Hisilicon Kirin710,2447
Hisilicon Kirin810,2945
Hisilicon Kirin820,4368
Hisilicon Kirin9000,5083
Hisilicon Kirin970,2691
Hisilicon Kirin980,4394
Hisilicon Kirin985,4162
HP Hexa-Core 2.0GHz,1741
Hygon C86 3185 8-core,9243
Hygon C86 3250 8-core,11365
Hygon C86 3330 4-core,6031
Hygon C86 3350 8-core,12795
Hygon C86 3350E 8-core,10771
Hygon C86 52xx series,4080
Hygon C86 7255 16-core,18831
Hygon C86-3G,12691
Hygon C86-3G (OPN 3350M),4660
Hygon C86-3G (OPN:3350),11328
Hygon C86-3G (OPN:3350M),4742
Hygon C86-3G-3G (OPN:3350),11712
Hygon C86-4G (OPN:3450M),16306
Hygon C86-4G (OPN:3490),21968
Hygon C86-4G (OPN:5440),21230
Hygon Dhyana,9716
Intel 2.80GHz,341
Intel 300,7264
Intel 300T,5567
Intel Atom 230 @ 1.60GHz,169
Intel Atom 330 @ 1.60GHz,381
Intel Atom C1110,3170
Intel Atom C2338 @ 1.74GHz,584
Intel Atom C2350 @ 1.74GHz,531
Intel Atom C2358 @ 1.74GHz,562
Intel Atom C2538 @ 2.40GHz,968
Intel Atom C2550 @ 2.40GHz,1422
Intel Atom C2558 @ 2.40GHz,1424
Intel Atom C2750 @ 2.40GHz,2787
Intel Atom C2750 @ 2.41GHz,2174
Intel Atom C2758 @ 2.40GHz,2317
Intel Atom C3338 @ 1.50GHz,1028
Intel Atom C3508 @ 1.60GHz,1831
Intel Atom C3538 @ 2.10GHz,1910
Intel Atom C3558 @ 2.20GHz,2431
Intel Atom C3708 @ 1.70GHz,3750
Intel Atom C3758 @ 2.20GHz,4652
Intel Atom C3758R @ 2.40GHz,5098
Intel Atom C3808 @ 2.00GHz,5671
Intel Atom C3858 @ 2.00GHz,5040
Intel Atom C3958 @ 2.00GHz,3929
Intel Atom C5125,8631
Intel Atom D2500 @ 1.86GHz,251
Intel Atom D2550 @ 1.86GHz,409
Intel Atom D2560 @ 2.00GHz,433
Intel Atom D2700 @ 2.13GHz,467
Intel Atom D2701 @ 2.13GHz,515
Intel Atom D410 @ 1.66GHz,180
Intel Atom D425 @ 1.80GHz,185
Intel Atom D510 @ 1.66GHz,406
Intel Atom D525 @ 1.80GHz,402
Intel Atom E3805 @ 1.33GHz,406
Intel Atom E3815 @ 1.46GHz,193
Intel Atom E3825 @ 1.33GHz,378
Intel Atom E3826 @ 1.46GHz,334
Intel Atom E3827 @ 1.74GHz,480
Intel Atom E3840 @ 1.91GHz,704
Intel Atom E3845 @ 1.91GHz,1071
Intel Atom E3900 @ 1.60GHz,1953
Intel Atom N2100 @ 1.60GHz,193
Intel Atom N2600 @ 1.60GHz,344
Intel Atom N270 @ 1.60GHz,136
Intel Atom N280 @ 1.66GHz,157
Intel Atom N2800 @ 1.86GHz,444
Intel Atom N435 @ 1.33GHz,153
Intel Atom N450 @ 1.66GHz,204
Intel Atom N455 @ 1.66GHz,188
Intel Atom N470 @ 1.83GHz,224
Intel Atom N475 @ 1.83GHz,179
Intel Atom N550 @ 1.50GHz,304
Intel Atom N570 @ 1.66GHz,360
Intel Atom P5322,7378
Intel Atom P5342,13085
Intel Atom P5362,17276
Intel Atom S1260 @ 2.00GHz,526
Intel Atom T5700 @ 1.70GHz,2363
Intel Atom x5-E3930 @ 1.30GHz,865
Intel Atom x5-E3940 @ 1.60GHz,1816
Intel Atom x5-E8000 @ 1.04GHz,971
Intel Atom x5-Z8300 @ 1.44GHz,843
Intel Atom x5-Z8330 @ 1.44GHz,800
Intel Atom x5-Z8350 @ 1.44GHz,893
Intel Atom x5-Z8500 @ 1.44GHz,1242
Intel Atom x5-Z8550 @ 1.44GHz,1143
Intel Atom x6211E @ 1.20GHz,1695
Intel Atom x6211E @ 1.30GHz,1762
Intel Atom x6214RE @ 1.40GHz,1109
Intel Atom x6413E @ 1.50GHz,3783
Intel Atom x6414RE @ 1.50GHz,2128
Intel Atom x6425E @ 2.00GHz,3675
Intel Atom x6425RE @ 1.90GHz,2819
Intel Atom x6427FE @ 1.90GHz,3196
Intel Atom x7-E3950 @ 1.60GHz,2071
Intel Atom x7-Z8700 @ 1.60GHz,1327
Intel Atom x7-Z8750 @ 1.60GHz,1294
Intel Atom x7211E,2553
Intel Atom x7211RE,2188
Intel Atom x7213RE,2594
Intel Atom x7405C,5218
Intel Atom x7425E,5406
Intel Atom x7433RE,4049
Intel Atom x7809C,9409
Intel Atom x7835RE,7019
Intel Atom Z2760 @ 1.80GHz,298
Intel Atom Z3530 @ 1.33GHz,565
Intel Atom Z3560 @ 1.00GHz,749
Intel Atom Z3560 @ 1.83GHz,690
Intel Atom Z3580 @ 1.33GHz,802
Intel Atom Z3735D @ 1.33GHz,704
Intel Atom Z3735E @ 1.33GHz,557
Intel Atom Z3735F @ 1.33GHz,542
Intel Atom Z3735G @ 1.33GHz,772
Intel Atom Z3736F @ 1.33GHz,496
Intel Atom Z3740 @ 1.33GHz,638
Intel Atom Z3740D @ 1.33GHz,618
Intel Atom Z3745 @ 1.33GHz,621
Intel Atom Z3745D @ 1.33GHz,599
Intel Atom Z3770 @ 1.46GHz,728
Intel Atom Z3770D @ 1.49GHz,488
Intel Atom Z3775 @ 1.46GHz,702
Intel Atom Z3775D @ 1.49GHz,794
Intel Atom Z3795 @ 1.60GHz,1196
Intel Atom Z520 @ 1.33GHz,122
Intel Atom Z530 @ 1.60GHz,183
Intel Atom Z670 @ 1.50GHz,158
Intel CC150 @ 3.50GHz,14351
Intel Celeron 1.70GHz,101
Intel Celeron 1.80GHz,96
Intel Celeron 1000M @ 1.80GHz,1064
Intel Celeron 1000MHz,139
Intel Celeron 1005M @ 1.90GHz,1117
Intel Celeron 1007U @ 1.50GHz,843
Intel Celeron 1017U @ 1.60GHz,884
Intel Celeron 1019Y @ 1.00GHz,576
Intel Celeron 1020E @ 2.20GHz,1406
Intel Celeron 1020M @ 2.10GHz,1275
Intel Celeron 1037U @ 1.80GHz,1035
Intel Celeron 1047UE @ 1.40GHz,748
Intel Celeron 1100MHz,113
Intel Celeron 1200MHz,159
Intel Celeron 2.00GHz,125
Intel Celeron 2.13GHz,166
Intel Celeron 2.20GHz,139
Intel Celeron 2.26GHz,182
Intel Celeron 2.30GHz,148
Intel Celeron 2.40GHz,143
Intel Celeron 2.50GHz,164
Intel Celeron 2.53GHz,222
Intel Celeron 2.60GHz,143
Intel Celeron 2.66GHz,131
Intel Celeron 2.70GHz,159
Intel Celeron 2.80GHz,190
Intel Celeron 2.93GHz,230
Intel Celeron 2000E @ 2.20GHz,1607
Intel Celeron 2002E @ 1.50GHz,1091
Intel Celeron 215 @ 1.33GHz,174
Intel Celeron 220 @ 1.20GHz,209
Intel Celeron 2950M @ 2.00GHz,1238
Intel Celeron 2955U @ 1.40GHz,905
Intel Celeron 2957U @ 1.40GHz,853
Intel Celeron 2961Y @ 1.10GHz,684
Intel Celeron 2970M @ 2.20GHz,1501
Intel Celeron 2980U @ 1.60GHz,1092
Intel Celeron 2981U @ 1.60GHz,1036
Intel Celeron 3.06GHz,307
Intel Celeron 3.20GHz,267
Intel Celeron 3.33GHz,263
Intel Celeron 3205U @ 1.50GHz,961
Intel Celeron 3215U @ 1.70GHz,1103
Intel Celeron 3755U @ 1.70GHz,1182
Intel Celeron 3765U @ 1.90GHz,1252
Intel Celeron 3855U @ 1.60GHz,1215
Intel Celeron 3865U @ 1.80GHz,1345
Intel Celeron 3867U @ 1.80GHz,1449
Intel Celeron 3955U @ 2.00GHz,1455
Intel Celeron 3965U @ 2.20GHz,1753
Intel Celeron 3965Y @ 1.50GHz,1201
Intel Celeron 420 @ 1.60GHz,231
Intel Celeron 4205U @ 1.80GHz,1350
Intel Celeron 430 @ 1.80GHz,305
Intel Celeron 4305U @ 2.20GHz,1562
Intel Celeron 4305UE @ 2.00GHz,1699
Intel Celeron 440 @ 2.00GHz,368
Intel Celeron 450 @ 2.20GHz,433
Intel Celeron 5205U @ 1.90GHz,1430
Intel Celeron 530 @ 1.73GHz,268
Intel Celeron 5305U @ 2.30GHz,1307
Intel Celeron 540 @ 1.86GHz,305
Intel Celeron 550 @ 2.00GHz,334
Intel Celeron 560 @ 2.13GHz,339
Intel Celeron 570 @ 2.26GHz,344
Intel Celeron 6305 @ 1.80GHz,2069
Intel Celeron 6305E @ 1.80GHz,2021
Intel Celeron 6600HE @ 2.60GHz,3286
Intel Celeron 6600HLE @ 2.60GHz,3388
Intel Celeron 723 @ 1.20GHz,213
Intel Celeron 7305,2534
Intel Celeron 7305E,2451
Intel Celeron 743 @ 1.30GHz,275
Intel Celeron 807 @ 1.50GHz,392
Intel Celeron 807UE @ 1.00GHz,241
Intel Celeron 827E @ 1.40GHz,371
Intel Celeron 847 @ 1.10GHz,509
Intel Celeron 847E @ 1.10GHz,584
Intel Celeron 857 @ 1.20GHz,569
Intel Celeron 867 @ 1.30GHz,588
Intel Celeron 877 @ 1.40GHz,677
Intel Celeron 887 @ 1.50GHz,764
Intel Celeron 900 @ 2.20GHz,409
Intel Celeron 925 @ 2.30GHz,450
Intel Celeron @ 1.30GHz,572
Intel Celeron B710 @ 1.60GHz,106
Intel Celeron B800 @ 1.50GHz,686
Intel Celeron B810 @ 1.60GHz,775
Intel Celeron B815 @ 1.60GHz,757
Intel Celeron B820 @ 1.70GHz,817
Intel Celeron B830 @ 1.80GHz,873
Intel Celeron B840 @ 1.90GHz,975
Intel Celeron D 347 @ 3.06GHz,232
Intel Celeron D 352 @ 3.20GHz,274
Intel Celeron D 356 @ 3.33GHz,251
Intel Celeron D 360 @ 3.46GHz,372
Intel Celeron D 420 @ 1.60GHz,313
Intel Celeron E1200 @ 1.60GHz,516
Intel Celeron E1400 @ 2.00GHz,735
Intel Celeron E1500 @ 2.20GHz,626
Intel Celeron E1600 @ 2.40GHz,840
Intel Celeron E3200 @ 2.40GHz,900
Intel Celeron E3300 @ 2.50GHz,846
Intel Celeron E3400 @ 2.60GHz,893
Intel Celeron E3500 @ 2.70GHz,935
Intel Celeron G1101 @ 2.27GHz,1086
Intel Celeron G1610 @ 2.60GHz,1550
Intel Celeron G1610T @ 2.30GHz,1333
Intel Celeron G1620 @ 2.70GHz,1595
Intel Celeron G1620T @ 2.40GHz,1532
Intel Celeron G1630 @ 2.80GHz,1707
Intel Celeron G1820 @ 2.70GHz,1667
Intel Celeron G1820T @ 2.40GHz,1599
Intel Celeron G1820TE @ 2.20GHz,1020
Intel Celeron G1830 @ 2.80GHz,1560
Intel Celeron G1840 @ 2.80GHz,1784
Intel Celeron G1840T @ 2.50GHz,1576
Intel Celeron G1850 @ 2.90GHz,1907
Intel Celeron G3900 @ 2.80GHz,2158
Intel Celeron G3900E @ 2.40GHz,2034
Intel Celeron G3900T @ 2.60GHz,1909
Intel Celeron G3900TE @ 2.30GHz,1850
Intel Celeron G3920 @ 2.90GHz,2333
Intel Celeron G3930 @ 2.90GHz,2258
Intel Celeron G3930T @ 2.70GHz,2023
Intel Celeron G3930TE @ 2.70GHz,2218
Intel Celeron G3950 @ 3.00GHz,2336
Intel Celeron G440 @ 1.60GHz,420
Intel Celeron G460 @ 1.80GHz,490
Intel Celeron G465 @ 1.90GHz,559
Intel Celeron G470 @ 2.00GHz,577
Intel Celeron G4900 @ 3.10GHz,2370
Intel Celeron G4900T @ 2.90GHz,2240
Intel Celeron G4920 @ 3.20GHz,2548
Intel Celeron G4930 @ 3.20GHz,2551
Intel Celeron G4930T @ 3.00GHz,2287
Intel Celeron G4950 @ 3.30GHz,2714
Intel Celeron G530 @ 2.40GHz,1148
Intel Celeron G530T @ 2.00GHz,1056
Intel Celeron G540 @ 2.50GHz,1182
Intel Celeron G540T @ 2.10GHz,1137
Intel Celeron G550 @ 2.60GHz,1275
Intel Celeron G550T @ 2.20GHz,1074
Intel Celeron G555 @ 2.70GHz,1427
Intel Celeron G5900 @ 3.40GHz,2682
Intel Celeron G5900E @ 3.20GHz,1809
Intel Celeron G5900T @ 3.20GHz,2192
Intel Celeron G5905 @ 3.50GHz,2762
Intel Celeron G5905T @ 3.30GHz,2356
Intel Celeron G5920 @ 3.50GHz,2577
Intel Celeron G5925 @ 3.60GHz,2808
Intel Celeron G6900,4455
Intel Celeron G6900E,4272
Intel Celeron G6900T,3668
Intel Celeron G6900TE,2782
Intel Celeron J1750 @ 2.41GHz,538
Intel Celeron J1800 @ 2.41GHz,574
